symbol,timeframe,engine,famiglia,famiglia_capofila,good,gate_reason,expected_avg_trade,wf_efficiency_used,oos_avg_trade,oos_net_profit,oos_max_dd,oos_n_trades,oos_profit_factor,avg_trade,net_profit,max_dd,n_trades,unger_score,oos_unger_score,wf_mean_unger,ms_blocks_positive,ms_blocks_total,ms_min_avg_trade,plateau_ratio,plateau_min,np_dd,oos_np_dd,recovery_trades,oos_recovery_trades,pattern_null_p,pattern_null_median_avg,pattern_avg_trade,pattern_none_avg_trade,pattern_vs_none_avg,pattern_null_valid_draws,pattern_null_draws,pattern_null_min_trades,wfo_measured,wfo_efficiency,wfo_net_profit,wfo_avg_trade,wfo_positive_windows,wfo_total_windows,mc_dd_p95,mc_dd_worst,passes_multisplit,passes_plateau,passes_expectancy,passes_null,passes_pattern_useful,passes_wfo,p_fast,p_slow,p_gradient_length,p_gradient_factor,p_daily_factor,p_direction,p_stop_loss,p_take_profit,p_trailing_stop,p_long_offset_ticks,p_short_offset_ticks,p_ptn_neut_yes,p_ptn_neut_no,p_ptn_dir_yes,p_ptn_dir_no,p_start_hour,p_end_hour,p_skip_day,p_max_bars,p_level_choice,p_level_shift,p_ptn_ly_yes,p_ptn_ly_no,p_ptn_sy_yes,p_ptn_sy_no,p_not_le_day,p_not_se_day,p_channel_len,p_breakout_offset_ticks,p_intraday_only,p_dvol_min,p_breakeven,p_vol_source,p_vol_mult,p_vol_mult_short,p_atr_len,p_momentum,p_level_source,p_n_sess,p_lev_include_sess0,p_bb_length,p_bb_num_devs,p_entry_type,p_le_bar,p_lx_bar,p_se_bar,p_sx_bar,p_end_long,p_end_short,p_nhigh,p_nlow,p_le_day,p_lx_day,p_le_time,p_lx_time,p_se_day,p_sx_day,p_se_time,p_sx_time
NQ,15m,TF_M,1,True,True,—,436.2434569419089,0.4893059711462088,891.5555555555555,136408.0,25934.0,153,1.7002535960328136,279.85714285714283,78360.0,19293.0,280,3.034868433876963,8.339058336526707,5.398057477095355,3.0,3.0,660.0196078431372,1.0354875851803462,0.8917434005338013,4.061576737676877,5.259813372406879,68.93874425727412,29.088484546360917,0.0172413793103448,47.61904761904762,891.5555555555555,45.705882352941174,845.8496732026143,57.0,200.0,77.0,True,0.4893059711462088,43596.0,360.297520661157,2.0,4.0,40823.749999999985,69419.0,True,True,True,True,True,True,,,,,,,3000,4000,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,368.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,TF_M,1,False,True,—,420.588863943473,0.4893059711462088,859.562091503268,131513.0,22241.0,153,1.59646059440607,261.8282208588957,85356.0,16942.0,326,3.029964014701092,8.681673593528208,5.974264649376691,3.0,3.0,781.4901960784314,1.0133967022072317,0.765621756118229,5.038130090898359,5.913088440267973,64.7065466985332,25.874803251389597,0.0175438596491228,-80.65725711597271,859.562091503268,-54.887622149837135,914.4497136531052,56.0,200.0,77.0,True,0.4893059711462088,43596.0,360.297520661157,2.0,4.0,42659.8,69399.0,True,True,True,True,True,True,,,,,,,4000,6000,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,184.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,TF_M,1,False,True,—,407.3808008007681,0.4893059711462088,832.5686274509804,127383.0,25934.0,153,1.6128278031954046,338.94930875576034,73552.0,21449.0,217,3.4860577922646243,7.787331154197564,5.108785083889202,3.0,3.0,692.1764705882352,1.0478430487529171,0.8541857172109156,3.4291575364818874,4.9118146063083215,63.2808489232108,31.149384140740914,0.0344827586206896,65.71428571428571,832.5686274509804,68.36959761549926,764.1990298354812,57.0,200.0,77.0,True,0.4893059711462088,43596.0,360.297520661157,2.0,4.0,45065.79999999998,67691.0,True,True,True,True,True,True,,,,,,,3000,4000,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,920.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,TF_M,1,False,True,—,355.1438131707993,0.4893059711462088,725.811320754717,115404.0,24252.0,159,1.5514176772454915,256.4559270516717,84374.0,19897.0,329,2.7385602200348425,7.02026187266133,5.310998118206973,3.0,3.0,600.468085106383,1.0378215759934657,0.8179949918920877,4.240538774689652,4.758535378525482,77.58448100125631,33.41364250805864,0.0350877192982456,33.95823575331772,725.811320754717,29.35555555555555,696.4557651991615,56.0,200.0,80.0,True,0.4893059711462088,43596.0,360.297520661157,2.0,4.0,38705.8,58500.0,True,True,True,True,True,True,,,,,,,4000,4000,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,184.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,TF_M,1,False,True,—,355.0255066539721,0.4893059711462088,725.5695364238411,109561.0,26870.0,151,1.5056933834898802,316.12589928057554,87883.0,19586.0,278,3.402440642057639,6.667277966051289,5.137933342708086,3.0,3.0,342.3207547169811,0.9801820340551484,0.8406956240482902,4.487031553150209,4.077446966877559,61.9563283001263,37.032977063005994,0.0344827586206896,61.1271186440678,725.5695364238411,39.29305135951662,686.2764850643244,57.0,200.0,76.0,True,0.4893059711462088,43596.0,360.297520661157,2.0,4.0,44274.7,72342.0,True,True,True,True,True,True,,,,,,,3000,4500,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,368.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,TF_M,1,False,True,—,352.7742182161918,0.4893059711462088,720.9685534591194,114634.0,25934.0,159,1.597818037694129,252.3030303030303,83260.0,16365.0,330,2.970761702069383,6.743493199759699,5.455598191629359,3.0,3.0,430.3617021276595,0.999618073600346,0.767952897840787,5.087687137183012,4.42022055988278,64.86247898150373,35.97105570773069,0.0344827586206896,44.61538461538461,720.9685534591194,79.65464632454923,641.3139071345702,57.0,200.0,80.0,True,0.4893059711462088,43596.0,360.297520661157,2.0,4.0,35793.899999999994,60333.0,True,True,True,True,True,True,,,,,,,3000,4000,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,184.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,TF_M,1,False,True,—,351.6520467284652,0.4893059711462088,718.6751592356688,112832.0,24507.0,157,1.5180960777291053,244.8449848024316,80554.0,18712.0,329,2.6960904805650734,6.914979758047082,5.274732242940732,3.0,3.0,417.1320754716981,1.0464547125645447,0.8680201470274278,4.304938007695596,4.604072305871791,76.42386473669836,34.100246384004535,0.0175438596491228,16.235875820701956,718.6751592356688,38.90273556231003,679.7724236733588,56.0,200.0,79.0,True,0.4893059711462088,43596.0,360.297520661157,2.0,4.0,42974.649999999994,69380.0,True,True,True,True,True,True,,,,,,,4000,4500,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,184.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,TF_M,1,False,True,—,337.3275365081964,0.4893059711462088,689.4,103410.0,26548.0,150,1.4517219688630287,746.7284768211921,112756.0,29025.0,151,6.60206740645452,6.373217342591002,10.77642804876876,3.0,3.0,382.6981132075472,1.1027889883127715,0.773284028001314,3.884788975021533,3.8952086786198583,38.86955017914789,38.50884827386133,0.0344827586206896,77.71428571428571,689.4,68.02012383900929,621.3798761609906,57.0,200.0,75.0,True,0.4893059711462088,43596.0,360.297520661157,2.0,4.0,47190.49999999999,78744.0,True,True,True,True,True,True,,,,,,,3000,4500,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,TF_M,1,False,True,—,326.13196170345105,0.4893059711462088,666.5194805194806,102644.0,27706.0,154,1.4805003300268234,257.62079510703364,84242.0,14390.0,327,3.234847964657856,6.031554923698738,5.041095624696554,3.0,3.0,375.2307692307692,0.991336785039462,0.7657692722307425,5.854204308547603,3.704757092326572,55.85729208708245,41.568177389813336,0.0172413793103448,-67.31018518518519,666.5194805194806,19.21969696969697,647.2997835497836,57.0,200.0,77.0,True,0.4893059711462088,43596.0,360.297520661157,2.0,4.0,41842.45,72351.0,True,True,True,True,True,True,,,,,,,3000,6000,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,184.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,TF_M,1,False,True,—,325.6596148854118,0.4893059711462088,665.5541401273886,104492.0,23434.0,157,1.5294755510514315,308.99295774647885,87754.0,20829.0,284,3.2249109450171662,6.548827201608327,5.061020057621127,3.0,3.0,500.2592592592592,1.0186441175092424,0.9254171049932648,4.213068318210188,4.45899120935393,67.40930327962259,35.20975768479884,0.0344827586206896,26.02958579881657,665.5541401273886,89.72355430183357,575.830585825555,57.0,200.0,79.0,True,0.4893059711462088,43596.0,360.297520661157,2.0,4.0,37462.34999999999,53916.0,True,True,True,True,True,True,,,,,,,2500,4000,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,368.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,TF_M,2,True,True,—,323.71012597855633,0.4893059711462088,661.5699481865284,127683.0,24911.0,193,1.4846666287080794,59.37579617834395,18644.0,24575.0,314,0.5705136472147437,6.313694195619522,2.971960908210825,3.0,3.0,127.36363636363636,1.6014318925195197,0.7043426623651935,0.7586571719226857,5.125567018586167,413.88918686977047,37.654370589663465,0.037037037037037,171.20034843205576,661.5699481865284,158.6362484157161,502.9336997708124,53.0,200.0,97.0,True,0.4893059711462088,43596.0,360.297520661157,2.0,4.0,58550.399999999994,80011.0,True,True,True,True,True,True,,,,,,,2500,4500,,,,54.0,9.0,-48.0,17.0,13.0,5.0,-1.0,644.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,TF_M,1,False,True,—,322.1150758027254,0.4893059711462088,658.3101265822785,104013.0,26548.0,158,1.5029666487748974,243.75757575757575,80440.0,14680.0,330,3.0303894747954443,6.085804345137011,5.087445805652581,3.0,3.0,305.9074074074074,0.9963457135580752,0.7850663067376454,5.479564032697548,3.9179222540304353,60.22376926902039,40.32749752434792,0.0172413793103448,27.061946902654867,658.3101265822785,63.0199146514936,595.2902119307848,57.0,200.0,79.0,True,0.4893059711462088,43596.0,360.297520661157,2.0,4.0,40085.399999999994,78846.0,True,True,True,True,True,True,,,,,,,3000,4500,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,184.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,TF_M,1,False,True,—,317.8695703611996,0.4893059711462088,649.6335403726708,104591.0,23116.0,161,1.4954195797571004,371.6560283687943,104807.0,20377.0,282,3.921700409369956,6.435991340162555,5.534566151595601,3.0,3.0,324.22033898305085,0.9571694389169652,0.7462322717365414,5.143396967168867,4.524614985291573,54.82757831060902,35.583138128519664,0.0178571428571428,33.72549019607843,649.6335403726708,35.07738095238095,614.5561594202899,55.0,200.0,81.0,True,0.4893059711462088,43596.0,360.297520661157,2.0,4.0,40032.8,59406.0,True,True,True,True,True,True,,,,,,,4000,3000,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,368.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,TF_M,1,False,True,—,311.0618351104697,0.4893059711462088,635.72049689441,102351.0,18823.0,161,1.5489843754190424,290.0877192982456,82675.0,22293.0,285,2.9264994055542664,6.979513437473981,5.396931490249791,3.0,3.0,419.14814814814815,1.0570369930789507,0.9231016275246516,3.708563226124793,5.437549806088296,76.84916843060176,29.608924192240423,0.0175438596491228,22.035353535353536,635.72049689441,4.83989145183175,630.8806054425783,56.0,200.0,81.0,True,0.4893059711462088,43596.0,360.297520661157,2.0,4.0,36288.0,53596.0,True,True,True,True,True,True,,,,,,,3000,3000,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,368.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,TF_M,1,False,True,—,300.74524281086525,0.4893059711462088,614.6363636363636,94654.0,27705.0,154,1.4546738399462005,335.8581560283688,94712.0,19724.0,282,3.602149695685708,5.562147841511274,5.112694162853398,3.0,3.0,342.85185185185185,0.960991940958376,0.8501545827616608,4.8018657473129185,3.416495217469771,58.727172903116816,45.07543262830942,0.0517241379310344,91.9,614.6363636363636,102.30403458213256,512.3323290542311,57.0,200.0,77.0,True,0.4893059711462088,43596.0,360.297520661157,2.0,4.0,42328.0,70293.0,True,True,True,True,True,True,,,,,,,2500,4500,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,368.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,TF_M,1,False,True,—,290.1219708794301,0.4893059711462088,592.9254658385094,95461.0,25170.0,161,1.4095948717508646,338.6607142857143,94825.0,22098.0,280,3.4315607368527115,5.629396650321195,5.278587643088996,3.0,3.0,312.48148148148147,1.036365477843903,0.9090164499502946,4.29111231785682,3.7926499801350815,65.25114684945953,42.450529535621875,0.0357142857142857,-29.64864864864865,592.9254658385094,-28.84152139461173,621.7669872331211,55.0,200.0,81.0,True,0.4893059711462088,43596.0,360.297520661157,2.0,4.0,48759.39999999997,69023.0,True,True,True,True,True,True,,,,,,,5000,3000,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,368.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,TF_M,1,False,True,—,289.8410532327421,0.4893059711462088,592.3513513513514,87668.0,22911.0,148,1.3717171374541015,924.8768115942028,127633.0,26565.0,138,8.547366681154536,5.894686538321671,8.904015569380187,3.0,3.0,269.84615384615387,0.9953307307145352,0.8551789167514307,4.80455486542443,3.826458906202261,28.722744117900543,38.67805812839348,0.0344827586206896,-21.1656050955414,592.3513513513514,-41.02970297029703,633.3810543216484,57.0,200.0,74.0,True,0.4893059711462088,43596.0,360.297520661157,2.0,4.0,52842.0,88531.0,True,True,True,True,True,True,,,,,,,2500,6000,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ,15m,TF_M,1,False,True,—,289.1499932174615,0.4893059711462088,590.939024390244,96914.0,28223.0,164,1.461767901046332,272.58610271903325,90226.0,14698.0,331,3.386709480851823,5.298396286138894,5.19919601019209,3.0,3.0,367.3888888888889,0.9413469689670582,0.5626601342378491,6.138658320859981,3.433865995819013,53.92057721721011,47.759580659141086,0.0357142857142857,-56.732919254658384,590.939024390244,-84.56204379562044,675.5010681858644,55.0,200.0,82.0,True,0.4893059711462088,43596.0,360.297520661157,2.0,4.0,40965.9,71313.0,True,True,True,True,True,True,,,,,,,5000,3000,,,,47.0,7.0,12.0,39.0,9.0,5.0,4.0,184.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
